auction,date,year,place,house,name,artwork,price,image,imageTitle,pageUrl,lot,eastimateNew,priceNumAlt,soldRef,soldAlt,currency2,category,style,provenance,exhibitionNew,price for convert,All currency USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Nicola Durvasula,Untitled-nicola  Durvasula,480,http://mediacloud.saffronart.com/auctions/2013/absnov/nicola_1105com118yb_big.jpg,Untitled-nicola  Durvasula,http://www.saffronart.com/auctions/PostWork.aspx?l=9336,, 60000 - 80000,,28800,,INR,Painting,,,,480,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Babu Xavier,Spiritual Sports 2-babu  Xavier,1020,http://mediacloud.saffronart.com/auctions/2013/absnov/babu_13abs_08975_big.jpg,Spiritual Sports 2-babu  Xavier,http://www.saffronart.com/auctions/PostWork.aspx?l=9337,, 70000 - 90000,,61200,,INR,Painting,,,,1020,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Manisha Parekh,Edge - 2-manisha  Parekh,780,http://mediacloud.saffronart.com/auctions/2013/absnov/manisha_12abs_08221_big.jpg,Edge - 2-manisha  Parekh,http://www.saffronart.com/auctions/PostWork.aspx?l=9338,, 100000 - 200000,,46800,,INR,Painting,,,,780,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Ebenezer Sunder Singh,Circus-ebenezer Sunder Singh,1020,http://mediacloud.saffronart.com/auctions/2013/absnov/ebenezer_1311abs_12691_big.jpg,Circus-ebenezer Sunder Singh,http://www.saffronart.com/auctions/PostWork.aspx?l=9339,, 80000 - 100000,,61200,,INR,Painting,,,,1020,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,T. V. Santhosh (b. 1968),Untitled-t V Santhosh,2040,http://mediacloud.saffronart.com/auctions/2013/absnov/tvsanthosh_1311abs_12543_big.jpg,Untitled-t V Santhosh,http://www.saffronart.com/auctions/PostWork.aspx?l=9340,, 200000 - 300000,,122400,,INR,Painting,,,,2040,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Pooja Iranna,Discovering-pooja  Iranna,600,http://mediacloud.saffronart.com/auctions/2013/absnov/poojai_1311abs_12539_big.jpg,Discovering-pooja  Iranna,http://www.saffronart.com/auctions/PostWork.aspx?l=9341,, 35000 - 45000,,36000,,INR,Sculpture,,,'Size Matters...Or Does It?' Latitude 28 New delhi 2010,600,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Anant Joshi,Black Heads-anant  Joshi,120,http://mediacloud.saffronart.com/auctions/2013/absnov/anant_1302abs_09211_big.jpg,Black Heads-anant  Joshi,http://www.saffronart.com/auctions/PostWork.aspx?l=9342,, 20000 - 30000,,7200,,INR,Photography,,,,120,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Sudhanshu Sutar,Untitled-sudhanshu  Sutar,1020,http://mediacloud.saffronart.com/auctions/2013/absnov/krishen_1311abs_12454_big.jpg,Untitled-sudhanshu  Sutar,http://www.saffronart.com/auctions/PostWork.aspx?l=9343,, 50000 - 60000,,61200,,INR,Sculpture,,,,1020,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Smriti Dixit,Krishna Krishna-smriti  Dixit,180,http://mediacloud.saffronart.com/auctions/2013/absnov/smruti_13off_10572_big.jpg,Krishna Krishna-smriti  Dixit,http://www.saffronart.com/auctions/PostWork.aspx?l=9345,, 40000 - 50000,,10800,,INR,Painting,,,,180,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Viraj Naik,Untitled-viraj  Naik,540,http://mediacloud.saffronart.com/auctions/2013/absnov/viraj_12abs_06065_big.jpg,Untitled-viraj  Naik,http://www.saffronart.com/auctions/PostWork.aspx?l=9346,, 80000 - 120000,,32400,,INR,Painting,,,,540,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Shilpa Gupta (b. 1976),Security Cap-shilpa  Gupta,360,http://mediacloud.saffronart.com/auctions/2014/storyabsaug/shilpag_12ph_07428_big.jpg,Security Cap-shilpa  Gupta,http://www.saffronart.com/auctions/PostWork.aspx?l=9347,, 8000 - 10000,,21600,,INR,Photography,,,,360,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Dhananjay Singh,Untitled-dhananjay  Singh,1700,http://mediacloud.saffronart.com/auctions/2013/absnov/dhananjay_1108_04043_big.jpg,Untitled-dhananjay  Singh,http://www.saffronart.com/auctions/PostWork.aspx?l=9348,, 20000 - 30000,,102000,,INR,Painting,,,,1700,USD
StoryLtd Absolute Auction,NOV 13-14 2013,2013,,Saffron Art,Prajakta Potnis,Praise-prajakta  Potnis,300,http://mediacloud.saffronart.com/auctions/2013/absnov/prajakta_12abs_08222_big.jpg,Praise-prajakta  Potnis,http://www.saffronart.com/auctions/PostWork.aspx?l=9349,, 70000 - 90000,,18000,,INR,Painting,,,,300,USD
Winter Online Auction,DEC 11-13 2013,2013,,Saffron Art,Jamini Roy (1887-1972),Untitled-jamini  Roy,6804,http://mediacloud.saffronart.com/auctions/2013/winterauc/jamini_13win_12919_big.jpg,Untitled-jamini  Roy,http://www.saffronart.com/auctions/PostWork.aspx?l=9353,, 400000 - 500000,,408240,,INR,Painting,,Gallery Chemould Mumbai Private Collection Mumbai,,6804,USD
Winter Online Auction,DEC 11-13 2013,2013,,Saffron Art,Krishna Hawlaji Ara (1914-1985),Untitled-k H Ara,18804,http://mediacloud.saffronart.com/auctions/2013/winterauc/ara_13win_12061_big.jpg,Untitled-k H Ara,http://www.saffronart.com/Auctions/PostWork.aspx?l=9354,, 700000 - 900000,,1128240,,INR,Painting,,Private Collection South India,,18804,USD
Winter Online Auction,DEC 11-13 2013,2013,,Saffron Art,Ram Kumar (b. 1924),Varanasi-ram  Kumar,Lot passed,http://mediacloud.saffronart.com/auctions/2013/winterauc/ramkumar_13val_10000_big.jpg,Varanasi-ram  Kumar,http://www.saffronart.com/auctions/PostWork.aspx?l=9364,, 4800000 - 6000000,,,,INR,Painting,,,Ram Kumar Selected Works 1950-2010 Lalit Kala Akademi and Vadehra Art Gallery New Delhi 2010-11,,USD
Winter Online Auction,DEC 11-13 2013,2013,,Saffron Art,Maqbool Fida Husain (1915-2011),Untitled-maqbool Fida Husain,Lot passed,http://mediacloud.saffronart.com/auctions/2013/winterauc/husain_13win_12701_big.jpg,Untitled-maqbool Fida Husain,http://www.saffronart.com/Auctions/PostWork.aspx?l=9373,, 1000000 - 1200000,,,,INR,Painting,Figurative,An Important Private Collection India, 'Mumbai Modern Progressive Artists' Group - 1947-2013' Delhi Art Gallery New Delhi 2013,,USD
Winter Online Auction,DEC 11-13 2013,2013,,Saffron Art,Gaganendranath Tagore (1867-1938),Untitled-gaganendranath  Tagore,29700,http://mediacloud.saffronart.com/auctions/2013/winterauc/gtagore_13wi_12027_big.jpg,Untitled-gaganendranath  Tagore,http://www.saffronart.com/auctions/PostWork.aspx?l=9394,, 600000 - 800000,,1782000,,INR,Painting,,From an Important Private Collection Mumbai,,29700,USD
Winter Online Auction,DEC 11-13 2013,2013,,Saffron Art,Francis Newton Souza (1924-2002),Untitled-francis Newton Souza,22800,http://mediacloud.saffronart.com/auctions/2013/winterauc/souza_wi13_13081a_big.jpg,Untitled-francis Newton Souza,http://www.saffronart.com/Auctions/PostWork.aspx?l=9409,, 900000 - 1200000,,1368000,,INR,Painting,Figurative,Dhoomimal Gallery New Delhi, Francis Newton Souza Dhoomimal Gallery Collection New Delhi,22800,USD
Winter Online Auction,DEC 11-13 2013,2013,,Saffron Art,Ram Kumar (b. 1924),Untitled-ram  Kumar,Lot passed,http://mediacloud.saffronart.com/auctions/2013/winterauc/ramkumar_13aut_11636_big.jpg,Untitled-ram  Kumar,http://www.saffronart.com/auctions/PostWork.aspx?l=9413,, 5000000 - 7000000,,,,INR,Painting,,From an Important Private Collection New Delhi,,,USD
Winter Online Auction,DEC 11-13 2013,2013,,Saffron Art,Krishen Khanna (b. 1925),Gandhari-krishen  Khanna,Lot passed,http://mediacloud.saffronart.com/auctions/2013/winterauc/krishen_13win_12344_big.jpg,Gandhari-krishen  Khanna,http://www.saffronart.com/auctions/PostWork.aspx?l=9429,, 250000 - 300000,,,,INR,Painting,,,,,USD
Winter Online Auction,DEC 11-13 2013,2013,,Saffron Art,K. Laxma Goud (b. 1940),Untitled-k. Laxma  Goud,3408,http://mediacloud.saffronart.com/auctions/2013/winterauc/laxma_13win_12056_big.jpg,Untitled-k. Laxma  Goud,http://www.saffronart.com/auctions/PostWork.aspx?l=9435,, 200000 - 300000,,204480,,INR,Painting,,Private Collection South India,,3408,USD
Winter Online Auction,DEC 11-13 2013,2013,,Saffron Art,Sohan Qadri (1932-2011),Untitled-sohan  Qadri,12000,http://mediacloud.saffronart.com/auctions/2013/winterauc/sohanq_13win_12646_big.jpg,Untitled-sohan  Qadri,http://www.saffronart.com/auctions/PostWork.aspx?l=9437,, 600000 - 800000,,720000,,INR,Painting,,An Important Private Collection India,,12000,USD
Winter Online Auction,DEC 11-13 2013,2013,,Saffron Art,Thota Vaikuntam,Untitled-thota  Vaikuntam,39800,http://mediacloud.saffronart.com/auctions/2013/winterauc/vaikuntam_13wi_12287_big.jpg,Untitled-thota  Vaikuntam,http://www.saffronart.com/Auctions/PostWork.aspx?l=9439,, 1000000 - 1500000,,2388000,,INR,Painting,,,,39800,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,K. K. Hebbar (1911-1996),Mahim Seascape-k K Hebbar,Lot passed,http://mediacloud.saffronart.com/auctions/2013/spingauc/hebbar_12wi_08311_big.jpg,Mahim Seascape-k K Hebbar,http://www.saffronart.com/Auctions/PostWork.aspx?l=8245,, 1800000 - 2200000,,,,INR,Painting,,,Spectrum Indian Art in Abu Dhabi Emirates Palace Abu Dhabi 2009,,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Maqbool Fida Husain (1915-2011),Untitled-maqbool Fida Husain,46154,http://mediacloud.saffronart.com/auctions/2013/spingauc/mfhusain_13sp_09446_big.jpg,Untitled-maqbool Fida Husain,http://www.saffronart.com/Auctions/PostWork.aspx?l=8246,, 2000000 - 3000000,,2400000,,INR,Painting,,Originally gifted by the artist to his colleague Sadanand Bakre,,46154,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Maqbool Fida Husain (1915-2011),Untitled-maqbool Fida Husain,118392,http://mediacloud.saffronart.com/auctions/2013/spingauc/husain_12wi_08593_big.jpg,Untitled-maqbool Fida Husain,http://www.saffronart.com/Auctions/PostWork.aspx?l=8247,, 5000000 - 6000000,,6156384,,INR,Painting,,From the Estate of a Private Charitable Trust,,118392,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Syed Haider Raza (b. 1922),Untitled-s H Raza,Lot passed,http://mediacloud.saffronart.com/auctions/2013/spingauc/raza_13sp_09602_big.jpg,Untitled-s H Raza,http://www.saffronart.com/Auctions/PostWork.aspx?l=8249,, 1040000 - 1300000,,,,INR,Painting,,,Modern Masters Aicon Gallery New York 2011,,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Syed Haider Raza (b. 1922),Untitled-s H Raza,57696,http://mediacloud.saffronart.com/auctions/2013/spingauc/raza_12sp_05378_big.jpg,Untitled-s H Raza,http://www.saffronart.com/Auctions/PostWork.aspx?l=8250,, 2500000 - 3000000,,3000192,,INR,Painting,,From a Private Collection Mumbai,Rare Works of Modern Masters The Arts Trust Mumbai 2010,57696,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Francis Newton Souza (1924-2002),Carved Head In Planes-francis Newton Souza,36000,http://mediacloud.saffronart.com/auctions/2013/spingauc/souza_13sp_09376_big.jpg,Carved Head In Planes-francis Newton Souza,http://www.saffronart.com/Auctions/PostWork.aspx?l=8251,, 1820000 - 2340000,,1872000,,INR,Painting,,Private Collection United Kingdom,,36000,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Francis Newton Souza (1924-2002),Untitled-francis Newton Souza,1908,http://mediacloud.saffronart.com/auctions/2013/spingauc/souza_13sp_09373_big.jpg,Untitled-francis Newton Souza,http://www.saffronart.com/Auctions/PostWork.aspx?l=8252,, 90000 - 120000,,99216,,INR,Drawing,,Private Collection Grosvenor Gallery London,,1908,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Francis Newton Souza (1924-2002),Untitled-francis Newton Souza,2628,http://mediacloud.saffronart.com/auctions/2013/spingauc/souza_13sp_09369_big.jpg,Untitled-francis Newton Souza,http://www.saffronart.com/Auctions/PostWork.aspx?l=8253,, 90000 - 120000,,136656,,INR,Drawing,,Private Collection Grosvenor Gallery London,,2628,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Ram Kumar (b. 1924),Untitled-ram  Kumar,42000,http://mediacloud.saffronart.com/auctions/2013/spingauc/ramkumar_12sp_08703_big.jpg,Untitled-ram  Kumar,http://www.saffronart.com/Auctions/PostWork.aspx?l=8254,, 2080000 - 2600000,,2184000,,INR,Painting,,,Aspects of Modern Indian Painting Saffronart and Pundole Art Gallery New York 2002,42000,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Ram Kumar (b. 1924),Untitled-ram  Kumar,90000,http://mediacloud.saffronart.com/auctions/2013/spingauc/ramkumar_13sp_09092_big.jpg,Untitled-ram  Kumar,http://www.saffronart.com/Auctions/PostWork.aspx?l=8255,, 4160000 - 5200000,,4680000,,INR,Painting,,From a Private Middle Eastern Collection,,90000,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Arpita Singh (b. 1937),Untitled-arpita  Singh,Lot passed,http://mediacloud.saffronart.com/auctions/2013/spingauc/arpita_13sp_09647_big.jpg,Untitled-arpita  Singh,http://www.saffronart.com/Auctions/PostWork.aspx?l=8256,, 5000000 - 7000000,,,,INR,Painting,,,,,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Sakti Burman (b. 1935),Untitled-sakti  Burman,6072,http://mediacloud.saffronart.com/auctions/2013/spingauc/sakti_13sp_09315_big.jpg,Untitled-sakti  Burman,http://www.saffronart.com/Auctions/PostWork.aspx?l=8257,, 250000 - 350000,,315744,,INR,Painting,,,,6072,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,B. Prabha (1933-2001),Untitled-b.  Prabha,Lot passed,http://mediacloud.saffronart.com/auctions/2013/spingauc/prabha_13sp_08969_big.jpg,Untitled-b.  Prabha,http://www.saffronart.com/Auctions/PostWork.aspx?l=8258,, 780000 - 1040000,,,,INR,Painting,,From a Private Collection USA,,,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Krishen Khanna (b. 1925),Untitled-krishen  Khanna,6069,http://mediacloud.saffronart.com/auctions/2013/spingauc/krishen_13sp_08949_big.jpg,Untitled-krishen  Khanna,http://www.saffronart.com/Auctions/PostWork.aspx?l=8259,, 300000 - 400000,,315600,,INR,Painting,,,,6069,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Satish Gujral (b. 1925),Untitled-satish  Gujral,9300,http://mediacloud.saffronart.com/auctions/2013/spingauc/satish_12bb_08482_big.jpg,Untitled-satish  Gujral,http://www.saffronart.com/Auctions/PostWork.aspx?l=8260,, 300000 - 400000,,483600,,INR,Painting,,,,9300,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Nataraj Sharma (b. 1958),Study For Vapi Horse-nataraj  Sharma,4320,http://mediacloud.saffronart.com/auctions/2013/spingauc/natraj_wa12_08431_big.jpg,Study For Vapi Horse-nataraj  Sharma,http://www.saffronart.com/Auctions/PostWork.aspx?l=8261,, 200000 - 300000,,224640,,INR,Painting,,,,4320,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Jagannath Panda (b. 1970),The Desirescape Iii-jagannath  Panda,Lot passed,http://mediacloud.saffronart.com/auctions/2013/spingauc/jagannathp_13sp_09137_big.jpg,The Desirescape Iii-jagannath  Panda,http://www.saffronart.com/Auctions/PostWork.aspx?l=8262,, 156000 - 208000,,,,INR,Painting,,From a Private Collection NY,Recent Works by Jagannath Panda Saffronart and Berkeley Square Gallery London 2006,,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Anju Dodiya (b. 1964),The Sweater-anju  Dodiya,12000,http://mediacloud.saffronart.com/auctions/2013/spingauc/anju_13sp_09614_big.jpg,The Sweater-anju  Dodiya,http://www.saffronart.com/Auctions/PostWork.aspx?l=8263,, 520000 - 780000,,624000,,INR,Painting,,,,12000,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Atul Dodiya (b. 1959),Fallen Leaves - A Stroll #2-atul  Dodiya,26400,http://mediacloud.saffronart.com/auctions/2013/spingauc/atuld_13sp_08999_big.jpg,Fallen Leaves - A Stroll #2-atul  Dodiya,http://www.saffronart.com/Auctions/PostWork.aspx?l=8264,, 1300000 - 1820000,,1372800,,INR,Painting,,Arario Gallery Beijing,,26400,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Shibu Natesan (b. 1966),Oriental Lady-shibu  Natesan,48000,http://mediacloud.saffronart.com/auctions/2013/spingauc/shibu_13sp_09612_big.jpg,Oriental Lady-shibu  Natesan,http://www.saffronart.com/Auctions/PostWork.aspx?l=8265,, 2080000 - 2600000,,2496000,,INR,Painting,,,Signs Taken for Wonders Recent Art from India and Pakistan Aicon Gallery London 2009,48000,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Maqbool Fida Husain (1915-2011),Untitled-maqbool Fida Husain,88848,http://mediacloud.saffronart.com/auctions/2013/spingauc/husain_13sp_09377_big.jpg,Untitled-maqbool Fida Husain,http://www.saffronart.com/Auctions/PostWork.aspx?l=8267,, 4500000 - 5500000,,4620096,,INR,Painting,,From the Collection of a Lady Acquired directly from the artist,,88848,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Syed Haider Raza (b. 1922),Untitled-s H Raza,22200,http://mediacloud.saffronart.com/auctions/2013/spingauc/raza_13sp_04698_big.jpg,Untitled-s H Raza,http://www.saffronart.com/Auctions/PostWork.aspx?l=8268,, 1040000 - 1300000,,1154400,,INR,Painting,,,Saint Remy Italy 1975 illustrated on the catalogue cover  EXHIBITED POP Progressives on Paper Aicon Gallery New York 2011,22200,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Syed Haider Raza (b. 1922),Untitled-s H Raza,8040,http://mediacloud.saffronart.com/auctions/2013/spingauc/unknown_11ar128rr_big.jpg,Untitled-s H Raza,http://www.saffronart.com/Auctions/PostWork.aspx?l=8269,, 400000 - 600000,,418080,,INR,Painting,,,,8040,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Syed Haider Raza (b. 1922),Bindu Nad-s H Raza,25488,http://mediacloud.saffronart.com/auctions/2013/spingauc/raza_13sp_09351_big.jpg,Bindu Nad-s H Raza,http://www.saffronart.com/Auctions/PostWork.aspx?l=8270,, 1000000 - 1200000,,1325376,,INR,Painting,,,,25488,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Syed Haider Raza (b. 1922),Studio Sketch-s H Raza,12771,http://mediacloud.saffronart.com/auctions/2013/spingauc/raza_13abs_08798_big.jpg,Studio Sketch-s H Raza,http://www.saffronart.com/Auctions/PostWork.aspx?l=8271,, 600000 - 800000,,664080,,INR,Painting,,,,12771,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Ram Kumar (b. 1924),Benaras-ram  Kumar,Lot passed,http://mediacloud.saffronart.com/auctions/2013/spingauc/ramkumar_12wi_08680_big.jpg,Benaras-ram  Kumar,http://www.saffronart.com/Auctions/PostWork.aspx?l=8272,, 4500000 - 5000000,,,,INR,Painting,,From a Private Collection Mumbai,Art Celebrates 2010 Sports and the City Lalit Kala Akademi New Delhi 2010,,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Francis Newton Souza (1924-2002),Last Howl From The Cross-francis Newton Souza,275650,http://mediacloud.saffronart.com/auctions/2013/spingauc/fnsouza_10sm6142lh_big.jpg,Last Howl From The Cross-francis Newton Souza,http://www.saffronart.com/Auctions/PostWork.aspx?l=8274,, 10400000 - 15600000,,1.43338E7,,INR,Painting,,Originally gifted by the artist to a friend in 1964 thereafter by descent Private Collection United States,F.N. Souza Saffronart and Grosvenor Gallery New York 2008  EXHIBITED The Human and the Divine Predicament Grosvenor Gallery London 1964,275650,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Francis Newton Souza (1924-2002),Untitled-francis Newton Souza,Lot passed,http://mediacloud.saffronart.com/auctions/2013/spingauc/souza_13sp_09375_big.jpg,Untitled-francis Newton Souza,http://www.saffronart.com/Auctions/PostWork.aspx?l=8275,, 1820000 - 2340000,,,,INR,Painting,,Private Collection United Kingdom,,,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Francis Newton Souza (1924-2002),Untitled-francis Newton Souza,5472,http://mediacloud.saffronart.com/auctions/2013/spingauc/souza_13sp_09374_big.jpg,Untitled-francis Newton Souza,http://www.saffronart.com/Auctions/PostWork.aspx?l=8276,, 250000 - 350000,,284544,,INR,Drawing,,Private Collection Grosvenor Gallery London,,5472,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Sakti Burman (b. 1935),Artist Dancing In Front Of His Lover-sakti  Burman,Lot passed,http://mediacloud.saffronart.com/auctions/2013/spingauc/sakti_13sp_09607_big.jpg,Artist Dancing In Front Of His Lover-sakti  Burman,http://www.saffronart.com/Auctions/PostWork.aspx?l=8277,, 3900000 - 4420000,,,,INR,Painting,,,Encaptured Gaze Aicon Gallery New York 2009  EXHIBITED Modern Folk Aicon Gallery New York 2010,,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Sakti Burman (b. 1935),Untitled-sakti  Burman,3180,http://mediacloud.saffronart.com/auctions/2013/spingauc/saktib_13sp_09634_big.jpg,Untitled-sakti  Burman,http://www.saffronart.com/Auctions/PostWork.aspx?l=8278,, 130000 - 182000,,165360,,INR,Painting,,From a Private Collection New York,,3180,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Manu Parekh (b. 1939),Banaras At Dawn-manu  Parekh,46269,http://mediacloud.saffronart.com/auctions/2013/spingauc/manu_72ss36180bad_big.jpg,Banaras At Dawn-manu  Parekh,http://www.saffronart.com/Auctions/PostWork.aspx?l=8279,, 1800000 - 2200000,,2406000,,INR,Painting,,,Banaras Eternity Watches Time Berkeley Square Gallery and Osborne Samuel London at Jehangir Art Gallery Mumbai 2007,46269,USD
Spring Art Auction 2013,MAR 25-27 2013,2013,,Saffron Art,Krishen Khanna (b. 1925),Untitled-krishen  Khanna,5769,http://mediacloud.saffronart.com/auctions/2013/spingauc/krishen_13abs_08806_big.jpg,Untitled-krishen  Khanna,http://www.saffronart.com/Auctions/PostWork.aspx?l=8280,, 300000 - 400000,,300000,,INR,Painting,,,,5769,USD
